penalty,mixture,.iter,.metric,.estimator,mean,n,std_err,.config,model
3.806869251905427e-7,0.020781170492991805,0,bal_accuracy,binary,0.8565405014785776,50,0.005357902541632282,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,f_meas,binary,0.5409493534940326,50,0.010165970691510692,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,kap,binary,0.49278563635775,50,0.010605893512090696,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,npv,binary,0.983192214736671,50,0.001053498978803312,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,ppv,binary,0.4130755313625888,50,0.010976853421342034,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,precision,binary,0.41307553136258873,50,0.010976853421342034,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,recall,binary,0.8038891821877259,50,0.010934583868743172,Model01,lasso-wv
3.806869251905427e-7,0.020781170492991805,0,roc_auc,binary,0.94219450204913,50,0.0027758466790047086,Model01,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,bal_accuracy,binary,0.8530634529585742,50,0.005638084485863219,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,f_meas,binary,0.5463349331652622,50,0.01065122690285181,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,kap,binary,0.49926085245756363,50,0.01122844425067128,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,npv,binary,0.9823420520799654,50,0.00105170817300577,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,ppv,binary,0.4222458709086838,50,0.01150551043084419,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,precision,binary,0.4222458709086838,50,0.011505510430844192,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,recall,binary,0.7925835718570075,50,0.011207981224154989,Model02,lasso-wv
2.3109089329521756e-9,0.06995010362938046,0,roc_auc,binary,0.9384805228645418,50,0.00330254241737243,Model02,lasso-wv
0.0012722201880633933,0.08052884206175805,0,bal_accuracy,binary,0.8574750005958115,50,0.005296047222000901,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,f_meas,binary,0.541816294691364,50,0.010144740106605933,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,kap,binary,0.49374296265279927,50,0.010570479194796735,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,npv,binary,0.9833476978895728,50,0.0010441753670883212,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,ppv,binary,0.41366251956046574,50,0.011009266229823064,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,precision,binary,0.41366251956046574,50,0.011009266229823067,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,recall,binary,0.8057543345791941,50,0.010859093776927687,Model03,lasso-wv
0.0012722201880633933,0.08052884206175805,0,roc_auc,binary,0.9421350607834982,50,0.0028214297589652117,Model03,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,bal_accuracy,binary,0.8532515539162695,50,0.0059007986352989,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,f_meas,binary,0.5492343800016872,50,0.010372546131806088,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,kap,binary,0.502663844965273,50,0.010965390169260222,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,npv,binary,0.9821532507262511,50,0.001139040226168732,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,ppv,binary,0.42643830092157836,50,0.011405947693061561,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,precision,binary,0.4264383009215784,50,0.011405947693061563,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,recall,binary,0.7913045121387463,50,0.011874930717884464,Model04,lasso-wv
5.133648599317995e-9,0.12036613883450627,0,roc_auc,binary,0.9367977259059773,50,0.003463841063709068,Model04,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,bal_accuracy,binary,0.8529552122938139,50,0.00594318749814116,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,f_meas,binary,0.5524181018655102,50,0.010441711110528775,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,kap,binary,0.5063831404370158,50,0.011082717654707511,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,npv,binary,0.9819484701573556,50,0.001149908267293509,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,ppv,binary,0.4309290411905634,50,0.0116156158011032,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,precision,binary,0.43092904119056347,50,0.011615615801103204,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,recall,binary,0.7889206612070693,50,0.01179736547273876,Model05,lasso-wv
1.332016230575198e-6,0.17964515595696867,0,roc_auc,binary,0.9357820373471529,50,0.0035422462325140056,Model05,lasso-wv
0.005031318689589056,0.22433724868111313,0,bal_accuracy,binary,0.8634520630605138,50,0.0050768626824228835,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,f_meas,binary,0.5379978436863301,50,0.01040440667954331,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,kap,binary,0.48869079779583413,50,0.010897910823553365,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,npv,binary,0.9847769879301173,50,9.562575819700013e-4,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,ppv,binary,0.40480741683266463,50,0.011133644974715003,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,precision,binary,0.40480741683266463,50,0.011133644974715003,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,recall,binary,0.8234534510206599,50,0.010327517314830498,Model06,lasso-wv
0.005031318689589056,0.22433724868111313,0,roc_auc,binary,0.9460632197928767,50,0.002182055867450737,Model06,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,bal_accuracy,binary,0.8529589914979474,50,0.00612763820915386,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,f_meas,binary,0.556111715487801,50,0.010786587572383802,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,kap,binary,0.5107216631702202,50,0.011450729392694774,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,npv,binary,0.9819070647578828,50,0.0011366445209955803,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,ppv,binary,0.43572449969051785,50,0.011897044907380609,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,precision,binary,0.43572449969051785,50,0.011897044907380607,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,recall,binary,0.7870665261481288,50,0.012081333837247434,Model07,lasso-wv
2.381065943894258e-5,0.27003540862351655,0,roc_auc,binary,0.9344795102268351,50,0.003588068687183441,Model07,lasso-wv
0.04311356908831242,0.29413256475701927,0,bal_accuracy,binary,0.8479796764490911,50,0.00601101648897663,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,f_meas,binary,0.500874626127793,50,0.010250227098301179,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,kap,binary,0.44622371615760587,50,0.010614102843320877,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,npv,binary,0.9829074151318624,50,0.0011000938405061535,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,ppv,binary,0.36779162119631104,50,0.01007828252139003,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,precision,binary,0.36779162119631104,50,0.01007828252139003,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,recall,binary,0.8056311567628995,50,0.011893461399033717,Model08,lasso-wv
0.04311356908831242,0.29413256475701927,0,roc_auc,binary,0.9393450536427994,50,0.0022323878164664784,Model08,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,bal_accuracy,binary,0.8525876387886479,50,0.00638173248053596,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,f_meas,binary,0.5562274669697742,50,0.011027807632952477,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,kap,binary,0.5108942304090741,50,0.011711128984937959,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,npv,binary,0.9818349057588392,50,0.0011669988354915933,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,ppv,binary,0.4361012024846127,50,0.012013692628343751,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,precision,binary,0.4361012024846127,50,0.012013692628343746,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,recall,binary,0.7860392020229785,50,0.012505338813811292,Model09,lasso-wv
8.625889294672152e-10,0.33261676829308273,0,roc_auc,binary,0.933893777884681,50,0.0036088916834466087,Model09,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,bal_accuracy,binary,0.853498570488044,50,0.00633606820474219,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,f_meas,binary,0.5582981096643492,50,0.01090126306154924,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,kap,binary,0.5132050648400109,50,0.011594721033849644,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,npv,binary,0.9819168626864321,50,0.0011689087031397664,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,ppv,binary,0.43815883813543677,50,0.011969369133100944,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,precision,binary,0.43815883813543677,50,0.011969369133100937,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,recall,binary,0.7872892020229786,50,0.012366021532446094,Model10,lasso-wv
7.99026058271966e-5,0.36817615176551044,0,roc_auc,binary,0.9334564772734982,50,0.0036349822433200973,Model10,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,bal_accuracy,binary,0.8534112690107571,50,0.006463271421307763,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,f_meas,binary,0.5587450889606341,50,0.011018044724473064,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,kap,binary,0.513708370703087,50,0.011723363539351236,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,npv,binary,0.9819191963623707,50,0.0011742480084997683,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,ppv,binary,0.4386328169286325,50,0.011979157203976033,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,precision,binary,0.4386328169286325,50,0.01197915720397603,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,recall,binary,0.7869087672403698,50,0.012592102118159415,Model11,lasso-wv
5.378070518348097e-10,0.4062547547928989,0,roc_auc,binary,0.9331148579436225,50,0.003630106656155557,Model11,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,bal_accuracy,binary,0.8527182083381757,50,0.006364162154115673,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,f_meas,binary,0.5580036486450162,50,0.010642123850909844,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,kap,binary,0.5129761581789185,50,0.011268809859388513,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,npv,binary,0.9817861606970366,50,0.0011853782099067085,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,ppv,binary,0.4384171798276291,50,0.011699563435204171,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,precision,binary,0.4384171798276291,50,0.01169956343520417,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,recall,binary,0.7853019278029457,50,0.012610054962368101,Model12,lasso-wv
3.952259893106738e-6,0.4547745728306472,0,roc_auc,binary,0.9326185984761056,50,0.0036640670428611088,Model12,lasso-wv
0.15508202792646886,0.5121433448605239,0,bal_accuracy,binary,0.8137635885144283,50,0.006477267798018243,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,f_meas,binary,0.4658888623538573,50,0.009600330347245844,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,kap,binary,0.4076528079525952,50,0.010129446686614625,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,npv,binary,0.9769075733099192,50,0.0013496853354003086,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,ppv,binary,0.3455277491160216,50,0.009855395532422434,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,precision,binary,0.3455277491160216,50,0.00985539553242243,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,recall,binary,0.7389388154241485,50,0.013000953648456449,Model13,lasso-wv
0.15508202792646886,0.5121433448605239,0,roc_auc,binary,0.9232861180540568,50,0.0029358043809767143,Model13,lasso-wv
0.6427531788091966,0.5208905844390392,0,bal_accuracy,binary,0.5,50,0,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,f_meas,binary,0.12299797384638905,12,0.0067754032124436505,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,kap,binary,0,50,0,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,npv,binary,0.9244387130617241,38,0.002024017484930177,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,ppv,binary,0.06568290882244371,12,0.003877663269734725,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,precision,binary,0.06568290882244371,12,0.003877663269734725,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,recall,binary,0.24,50,0.061011875725893214,Model14,lasso-wv
0.6427531788091966,0.5208905844390392,0,roc_auc,binary,0.5,50,0,Model14,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,bal_accuracy,binary,0.8573096884906264,50,0.00607199871706876,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,f_meas,binary,0.5466222145657128,50,0.010990298877443185,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,kap,binary,0.4993385523994232,50,0.011576593898027981,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,npv,binary,0.9831527649017321,50,0.0011051853704449862,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,ppv,binary,0.41993295215678444,50,0.011788661569891121,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,precision,binary,0.41993295215678444,50,0.01178866156989112,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,recall,binary,0.8028507033288655,50,0.012043523078792013,Model15,lasso-wv
5.091797502397121e-4,0.5937187642324716,0,roc_auc,binary,0.9394420503515225,50,0.0031876995597826916,Model15,lasso-wv
2.027290474261331e-4,0.601140813678503,0,bal_accuracy,binary,0.8548035664629116,50,0.0060376855316139535,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,f_meas,binary,0.5531619958215729,50,0.010497174254086484,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,kap,binary,0.5071011987507437,50,0.011142346775698614,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,npv,binary,0.9823221489392543,50,0.001163659326426233,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,ppv,binary,0.4305870572349067,50,0.011645731924397346,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,precision,binary,0.43058705723490676,50,0.011645731924397348,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,recall,binary,0.7931949883292225,50,0.012066384611336644,Model16,lasso-wv
2.027290474261331e-4,0.601140813678503,0,roc_auc,binary,0.9359005034223237,50,0.00355802417513472,Model16,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,bal_accuracy,binary,0.8521257691590018,50,0.006549423835605111,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,f_meas,binary,0.5588764490407606,50,0.010650250352129404,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,kap,binary,0.5140447882848954,50,0.011283999737388934,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,npv,binary,0.9815691238931126,50,0.0012086077488542857,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,ppv,binary,0.43986179676136505,50,0.011477082022883443,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,precision,binary,0.43986179676136505,50,0.01147708202288344,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,recall,binary,0.7832556855394621,50,0.012842267255127283,Model17,lasso-wv
2.9492407267007557e-8,0.6542939458694309,0,roc_auc,binary,0.93128220776913,50,0.0036950382542695185,Model17,lasso-wv
6.762434804126128e-8,0.715568205723539,0,bal_accuracy,binary,0.8528824278601003,50,0.006537616009333307,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,f_meas,binary,0.5604588087300028,50,0.010286761682569517,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,kap,binary,0.515826966305785,50,0.010875074063747528,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,npv,binary,0.9816590627741261,50,0.0012124274298158674,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,ppv,binary,0.44139834244591014,50,0.011174156791511935,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,precision,binary,0.44139834244591014,50,0.011174156791511928,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,recall,binary,0.7842734259689672,50,0.01293573237439438,Model18,lasso-wv
6.762434804126128e-8,0.715568205723539,0,roc_auc,binary,0.9308131930838192,50,0.003693994635424708,Model18,lasso-wv
0.01834253506950342,0.734580324422568,0,bal_accuracy,binary,0.8454194664976379,50,0.005838200339923143,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,f_meas,binary,0.49995879438917146,50,0.009681763936103906,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,kap,binary,0.44536027073968343,50,0.010052071808719466,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,npv,binary,0.9823276211289399,50,0.0011312351224769786,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,ppv,binary,0.36875824247579847,50,0.010075421575493147,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,precision,binary,0.36875824247579847,50,0.010075421575493149,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,recall,binary,0.7994383162737945,50,0.012062179007434374,Model19,lasso-wv
0.01834253506950342,0.734580324422568,0,roc_auc,binary,0.9364715955547995,50,0.0024548031693500394,Model19,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,bal_accuracy,binary,0.8507428622022429,50,0.006571260436226123,Model20,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,f_meas,binary,0.5585962719542868,50,0.010635239909995068,Model20,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,kap,binary,0.5138372613456516,50,0.011243850420444096,Model20,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,npv,binary,0.9813540033814954,50,0.0011934205395648103,Model20,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,ppv,binary,0.4402651928882812,50,0.011353972552536163,Model20,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,precision,binary,0.4402651928882812,50,0.011353972552536158,Model20,lasso-wv
7.023344366922617e-6,0.7737368205562234,0,recall,binary,0.7799210952931072,50,0.012880719194398513,Model20,lasso-wv
